RecordID_Int,ParcelNumber,Description,CardNumber,cvgiscityvw_OpenData_Parcels_AdditionsArea,StreetName,StreetNumber,Unit
14001,220009000,First Floor,,1328,VALLEY RD EXT,305,
14002,220009000,Second Floor,,1280,VALLEY RD EXT,305,
14003,220009000,Canopy,,36,VALLEY RD EXT,305,
14004,220009000,Deck,,176,VALLEY RD EXT,305,
14005,220009000,Stoop,,32,VALLEY RD EXT,305,
14006,220010000,First Floor,,1316,VALLEY RD EXT,307,
14007,220010000,Second Floor,,1248,VALLEY RD EXT,307,
14008,220010000,Canopy,,32,VALLEY RD EXT,307,
14009,220010000,Deck,,132,VALLEY RD EXT,307,
14010,220010000,Stoop,,48,VALLEY RD EXT,307,
14011,220011000,First Floor,,840,VALLEY RD EXT,309,
14012,220011000,Basement,,840,VALLEY RD EXT,309,
14013,220011000,Concrete Patio,,20,VALLEY RD EXT,309,
14014,220011000,Stoop,,18,VALLEY RD EXT,309,
14015,220012000,First Floor,,840,VALLEY RD EXT,311,
14016,220012000,Cellar,,420,VALLEY RD EXT,311,
14017,220012000,Open Porch,,18,VALLEY RD EXT,311,
14018,220013000,First Floor,,872,VALLEY RD EXT,313,
14019,220013000,Basement,,840,VALLEY RD EXT,313,
14020,220013000,Open Porch,,35,VALLEY RD EXT,313,
14021,220014000,First Floor,,792,VALLEY RD EXT,315,
14022,220014000,Open Porch,,154,VALLEY RD EXT,315,
14023,220015000,First Floor,,990,VALLEY RD EXT,317,
14024,220015000,Second Floor,,990,VALLEY RD EXT,317,
14025,220015000,Concrete Patio,,160,VALLEY RD EXT,317,
14026,220015000,Stoop,,50,VALLEY RD EXT,317,
14027,220016000,First Floor,,990,VALLEY RD EXT,319,
14028,220016000,Second Floor,,990,VALLEY RD EXT,319,
14029,220016000,Concrete Patio,,160,VALLEY RD EXT,319,
14030,220016000,Stoop,,50,VALLEY RD EXT,319,
14031,220017000,First Floor,,990,VALLEY RD EXT,401,
14032,220017000,Second Floor,,990,VALLEY RD EXT,401,
14033,220017000,Concrete Patio,,128,VALLEY RD EXT,401,
14034,220017000,Stoop,,50,VALLEY RD EXT,401,
14035,220018000,First Floor,,502,VALLEY RD EXT,403,A
14036,220018000,Second Floor,,608,VALLEY RD EXT,403,A
14037,220018000,Attached Shed,,66,VALLEY RD EXT,403,A
14038,220018000,Concrete Patio,,120,VALLEY RD EXT,403,A
14039,220018000,Vaulted Ceiling,,255,VALLEY RD EXT,403,A
14040,220018100,First Floor,,502,VALLEY RD EXT,403,B
14041,220018100,Second Floor,,608,VALLEY RD EXT,403,B
14042,220018100,Attached Shed,,66,VALLEY RD EXT,403,B
14043,220018100,Concrete Patio,,120,VALLEY RD EXT,403,B
14044,220018100,Vaulted Ceiling,,255,VALLEY RD EXT,403,B
14045,220019000,First Floor,,502,VALLEY RD EXT,405-A,
14046,220019000,Second Floor,,608,VALLEY RD EXT,405-A,
14047,220019000,Concrete Patio,,64,VALLEY RD EXT,405-A,
14048,220019100,First Floor,,502,VALLEY RD EXT,405-B,
14049,220019100,Second Floor,,608,VALLEY RD EXT,405-B,
14050,220019100,Concrete Patio,,64,VALLEY RD EXT,405-B,
14051,220020000,First Floor,,510,VALLEY RD EXT,407-A,
14052,220020000,Second Floor,,578,VALLEY RD EXT,407-A,
14053,220020000,Concrete Patio,,64,VALLEY RD EXT,407-A,
14054,220020100,First Floor,,510,VALLEY RD EXT,407-B,
14055,220020100,Second Floor,,578,VALLEY RD EXT,407-B,
14056,220020100,Concrete Patio,,64,VALLEY RD EXT,407-B,
14057,220021000,First Floor,,-55,VALLEY RD EXT,409,
14058,220021000,Second Floor,,1140,VALLEY RD EXT,409,
14059,220021000,Concrete Patio,,36,VALLEY RD EXT,409,
14060,220021000,Slab,,128,VALLEY RD EXT,409,
14061,220021A00,First Floor,,1123,VALLEY RD EXT,409-A,
14062,220021B00,First Floor,,1123,VALLEY RD EXT,409-B,
14063,220022000,First Floor,,798,VALLEY RD EXT,411,
14064,220022000,Second Floor,,930,VALLEY RD EXT,411,
14065,220022000,Concrete Patio,,144,VALLEY RD EXT,411,
14066,220022000,Stoop,,32,VALLEY RD EXT,411,
14067,220022A00,First Floor,,270,VALLEY RD EXT,411,A
14068,220022A00,Second Floor,,270,VALLEY RD EXT,411,A
14069,220022A00,Third Floor,,270,VALLEY RD EXT,411,A
14070,220022B00,First Floor,,369,VALLEY RD EXT,411,B
14071,220022B00,Second Floor,,369,VALLEY RD EXT,411,B
14072,220023000,First Floor,,1040,VALLEY RD EXT,413,A&B
14073,220023000,Second Floor,,1040,VALLEY RD EXT,413,A&B
14074,220023000,Basement,,520,VALLEY RD EXT,413,A&B
14075,220023000,Concrete Patio,,120,VALLEY RD EXT,413,A&B
14076,220023000,Open Porch,,290,VALLEY RD EXT,413,A&B
14077,220024000,First Floor,,1298,VALLEY RD EXT,415,A&B
14078,220024000,Basement,,1298,VALLEY RD EXT,415,A&B
14079,220024000,Deck,,80,VALLEY RD EXT,415,A&B
14080,220024000,Open Porch,,112,VALLEY RD EXT,415,A&B
14081,220025000,First Floor,,1552,VALLEY RD EXT,417,
14082,220025000,Second Floor,,1552,VALLEY RD EXT,417,
14083,220025000,Deck,,288,VALLEY RD EXT,417,
14084,220025000,Open Porch,,288,VALLEY RD EXT,417,
14085,220026000,First Floor,,552,VALLEY RD EXT,419,
14086,220026000,Second Floor,,552,VALLEY RD EXT,419,
14087,220026000,Stoop,,69,VALLEY RD EXT,419,
14088,220027000,First Floor,,550,VALLEY RD EXT,501,
14089,220027000,Second Floor,,550,VALLEY RD EXT,501,
14090,220027000,Stoop,,60,VALLEY RD EXT,501,
14091,220028000,First Floor,,925,VALLEY RD EXT,503,
14092,220028000,Basement,,925,VALLEY RD EXT,503,
14093,220028000,Open Porch,,54,VALLEY RD EXT,503,
14094,220028000,Stoop,,24,VALLEY RD EXT,503,
14095,220029000,First Floor,,988,VALLEY RD EXT,505,
14096,220029000,Basement,,988,VALLEY RD EXT,505,
14097,220029000,Open Porch,,48,VALLEY RD EXT,505,
14098,220029000,Stoop,,16,VALLEY RD EXT,505,
14099,220030000,First Floor,,925,VALLEY RD EXT,507,
14100,220030000,Basement,,925,VALLEY RD EXT,507,
14101,220030000,Canopy,,48,VALLEY RD EXT,507,
14102,220030000,Stoop,,68,VALLEY RD EXT,507,
14103,220031000,First Floor,,768,VALLEY RD EXT,509,
14104,220031000,Basement,,768,VALLEY RD EXT,509,
14105,220031000,Finished Attic,,768,VALLEY RD EXT,509,
14106,220031000,Frame Enclosed 1/Sty,,30,VALLEY RD EXT,509,
14107,220031000,Stoop,,120,VALLEY RD EXT,509,
14108,220032000,First Floor,,928,CHERRY AVE,1501,
14109,220032000,Basement,,928,CHERRY AVE,1501,
14110,220032000,Stoop,,80,CHERRY AVE,1501,
14111,220033000,First Floor,,1196,CHERRY AVE,1505,
14112,220033000,Deck,,120,CHERRY AVE,1505,
14113,220033000,Stoop,,81,CHERRY AVE,1505,
14114,220034000,First Floor,,853,BROAD AVE,1501,
14115,220034000,Basement,,864,BROAD AVE,1501,
14116,220034000,Concrete Patio,,348,BROAD AVE,1501,
14117,220034000,Stoop,,84,BROAD AVE,1501,
14118,220035000,First Floor,,852,BROAD AVE,1503,
14119,220035000,Basement,,852,BROAD AVE,1503,
14120,220035000,Open Porch,,45,BROAD AVE,1503,
14121,220035000,Stone Patio,,70,BROAD AVE,1503,
14122,220035000,Stoop,,64,BROAD AVE,1503,
14123,220036000,First Floor,,750,BROAD AVE,1505,
14124,220036000,Basement,,750,BROAD AVE,1505,
14125,220036000,Finished Attic,,750,BROAD AVE,1505,
14126,220036000,Open Porch,,72,BROAD AVE,1505,
14127,220036000,Frame Enclosed 1/Sty,,160,BROAD AVE,1505,
14128,220037000,First Floor,,750,BROAD AVE,1507,
14129,220037000,Basement,,750,BROAD AVE,1507,
14130,220037000,Finished Attic,,750,BROAD AVE,1507,
14131,220037000,Open Porch,,20,BROAD AVE,1507,
14132,220037000,Slab,,40,BROAD AVE,1507,
14133,220038000,First Floor,,775,BROAD AVE,1509,
14134,220038000,Basement,,775,BROAD AVE,1509,
14135,220038000,Finished Attic,,775,BROAD AVE,1509,
14136,220038000,Stone Patio,,88,BROAD AVE,1509,
14137,220038000,Stoop,,48,BROAD AVE,1509,
14138,220039000,First Floor,,752,BROAD AVE,1511,
14139,220039000,Basement,,750,BROAD AVE,1511,
14140,220039000,Finished Attic,,750,BROAD AVE,1511,
14141,220039000,Stoop,,40,BROAD AVE,1511,
14142,220040000,First Floor,,750,BROAD AVE,1517,
14143,220040000,Basement,,750,BROAD AVE,1517,
14144,220040000,Deck,,156,BROAD AVE,1517,
14145,220040000,Finished Attic,,750,BROAD AVE,1517,
14146,220040000,Open Porch,,20,BROAD AVE,1517,
14147,220040000,Stoop,,24,BROAD AVE,1517,
14148,220041000,First Floor,,360,BROAD AVE,1515,
14149,220041000,Basement,,750,BROAD AVE,1515,
14150,220041000,Finished Half-Story,,750,BROAD AVE,1515,
14151,220041000,Stoop,,44,BROAD AVE,1515,
14152,220042000,First Floor,,825,BROAD AVE,1521,
14153,220042000,Basement,,825,BROAD AVE,1521,
14154,220042000,Deck,,288,BROAD AVE,1521,
14155,220042000,Finished Attic,,825,BROAD AVE,1521,
14156,220042000,Stoop,,38,BROAD AVE,1521,
14157,220044000,First Floor,,775,BROAD AVE,1523,
14158,220044000,Basement,,775,BROAD AVE,1523,
14159,220044000,Finished Attic,,775,BROAD AVE,1523,
14160,220044000,Slab,,150,BROAD AVE,1523,
14161,220045000,First Floor,,748,BROAD AVE,1525,
14162,220045000,Concrete Patio,,600,BROAD AVE,1525,
14163,220045000,Finished Attic,,750,BROAD AVE,1525,
14164,220045000,Stoop,,30,BROAD AVE,1525,
14165,220046000,First Floor,,1010,THOMAS DR,104,
14166,220046000,Basement,,1014,THOMAS DR,104,
14167,220046000,Deck,,260,THOMAS DR,104,
14168,220046000,Stoop,,24,THOMAS DR,104,
14169,220046100,First Floor,,1034,THOMAS DR,106,
14170,220046100,Basement,,1014,THOMAS DR,106,
14171,220046100,Deck,,236,THOMAS DR,106,
14172,220046100,Stoop,,48,THOMAS DR,106,
14173,220046101,First Floor,,1034,THOMAS DR,124,
14174,220046101,Basement,,1014,THOMAS DR,124,
14175,220046101,Slab,,25,THOMAS DR,124,
14176,220046101,Stoop,,32,THOMAS DR,124,
14177,220046110,First Floor,,1014,THOMAS DR,113,
14178,220046110,Basement,,1014,THOMAS DR,113,
14179,220046110,Canopy,,54,THOMAS DR,113,
14180,220046110,Concrete Patio,,54,THOMAS DR,113,
14181,220046110,Stoop,,152,THOMAS DR,113,
14182,220046120,First Floor,,1034,THOMAS DR,111,
14183,220046120,Basement,,1014,THOMAS DR,111,
14184,220046120,Slab,,156,THOMAS DR,111,
14185,220046120,Stoop,,56,THOMAS DR,111,
14186,220046130,First Floor,,1034,THOMAS DR,109,
14187,220046130,Basement,,1014,THOMAS DR,109,
14188,220046130,Stoop,,56,THOMAS DR,109,
14189,220046140,First Floor,,912,THOMAS DR,107,
14190,220046140,Basement,,912,THOMAS DR,107,
14191,220046140,Patio,,60,THOMAS DR,107,
14192,220046140,Stoop,,68,THOMAS DR,107,
14193,220046150,First Floor,,1040,THOMAS DR,105,
14194,220046150,Basement,,1240,THOMAS DR,105,
14195,220046150,Slab,,112,THOMAS DR,105,
14196,220046150,Stoop,,28,THOMAS DR,105,
14197,220046150,Sunroom,,200,THOMAS DR,105,
14198,220046160,First Floor,,1034,DAVID TER,108,
14199,220046160,Basement,,1014,DAVID TER,108,
14200,220046160,Screened Porch,,260,DAVID TER,108,
14201,220046160,Stoop,,35,DAVID TER,108,
14202,220046170,First Floor,,1034,DAVID TER,110,
14203,220046170,Basement,,1014,DAVID TER,110,
14204,220046170,Canopy,,144,DAVID TER,110,
14205,220046170,Concrete Patio,,144,DAVID TER,110,
14206,220046170,Deck,,289,DAVID TER,110,
14207,220046180,First Floor,,1014,DAVID TER,112,
14208,220046180,Basement,,1014,DAVID TER,112,
14209,220046180,Concrete Patio,,220,DAVID TER,112,
14210,220046180,Open Porch,,108,DAVID TER,112,
14211,220046180,Stoop,,20,DAVID TER,112,
14212,220046190,First Floor,,1034,DAVID TER,114,
14213,220046190,Basement,,1014,DAVID TER,114,
14214,220046190,Stoop,,48,DAVID TER,114,
14215,220046200,First Floor,,1034,THOMAS DR,108,
14216,220046200,Basement,,1014,THOMAS DR,108,
14217,220046200,Slab,,72,THOMAS DR,108,
14218,220046200,Stoop,,44,THOMAS DR,108,
14219,220046201,First Floor,,996,DAVID TER,117,
14220,220046201,Basement,,1014,DAVID TER,117,
14221,220046201,Garage,,288,DAVID TER,117,
14222,220046201,Slab,,32,DAVID TER,117,
14223,220046201,Stoop,,56,DAVID TER,117,
14224,220046210,First Floor,,1034,DAVID TER,115,
14225,220046210,Basement,,1014,DAVID TER,115,
14226,220046210,Stoop,,40,DAVID TER,115,
14227,220046220,First Floor,,1165,DAVID TER,113,
14228,220046220,Deck,,160,DAVID TER,113,
14229,220046220,Stoop,,28,DAVID TER,113,
14230,220046230,First Floor,,1139,DAVID TER,111,
14231,220046230,Deck,,24,DAVID TER,111,
14232,220046230,Stoop,,28,DAVID TER,111,
14233,220046240,First Floor,,1139,DAVID TER,109,
14234,220046240,Deck,,128,DAVID TER,109,
14235,220046240,Slab,,68,DAVID TER,109,
14236,220046250,First Floor,,1151,DAVID TER,107,
14237,220046250,Slab,,18,DAVID TER,107,
14238,220046250,Stoop,,52,DAVID TER,107,
14239,220046300,First Floor,,1014,THOMAS DR,110,
14240,220046300,Basement,,1014,THOMAS DR,110,
14241,220046300,Deck,,44,THOMAS DR,110,
14242,220046300,Stoop,,40,THOMAS DR,110,
14243,220046400,First Floor,,1040,THOMAS DR,112,
14244,220046400,Basement,,1040,THOMAS DR,112,
14245,220046400,Deck,,428,THOMAS DR,112,
14246,220046400,Stoop,,40,THOMAS DR,112,
14247,220046500,First Floor,,1034,THOMAS DR,114,
14248,220046500,Basement,,1014,THOMAS DR,114,
14249,220046500,Slab,,40,THOMAS DR,114,
14250,220046500,Stoop,,60,THOMAS DR,114,
14251,220046600,First Floor,,1034,THOMAS DR,116,
14252,220046600,Basement,,676,THOMAS DR,116,
14253,220046600,Slab,,20,THOMAS DR,116,
14254,220046600,Stoop,,35,THOMAS DR,116,
14255,220046700,First Floor,,1047,THOMAS DR,118,
14256,220046700,Basement,,1080,THOMAS DR,118,
14257,220046700,Deck,,276,THOMAS DR,118,
14258,220046700,Stoop,,76,THOMAS DR,118,
14259,220046800,First Floor,,1034,THOMAS DR,120,
14260,220046800,Basement,,1014,THOMAS DR,120,
14261,220046800,Open Porch,,40,THOMAS DR,120,
14262,220046800,Stoop,,88,THOMAS DR,120,
14263,220047000,First Floor,,1023,BROAD AVE,1527,
14264,220047000,Basement,,1020,BROAD AVE,1527,
14265,220047000,Finished Attic,,1020,BROAD AVE,1527,
14266,220047000,Screened Porch,,168,BROAD AVE,1527,
14267,220047000,Slab,,250,BROAD AVE,1527,
14268,220048000,First Floor,,1020,BROAD AVE,1529,
14269,220048000,Stoop,,27,BROAD AVE,1529,
14270,220049000,First Floor,,731,BROAD AVE,1531,
14271,220049000,Screened Porch,,335,BROAD AVE,1531,
14272,220049000,Stoop,,45,BROAD AVE,1531,
14273,220050000,First Floor,,1023,BROAD AVE,1533,
14274,220050000,Basement,,1020,BROAD AVE,1533,
14275,220050000,Finished Attic,,1020,BROAD AVE,1533,
14276,220050000,Screened Porch,,192,BROAD AVE,1533,
14277,220050000,Stoop,,16,BROAD AVE,1533,
14278,220051000,First Floor,,875,BROAD AVE,1535,
14279,220051000,Basement,,875,BROAD AVE,1535,
14280,220051000,Finished Attic,,875,BROAD AVE,1535,
14281,220051000,Screened Porch,,192,BROAD AVE,1535,
14282,220051000,Slab,,24,BROAD AVE,1535,
14283,220051100,First Floor,,825,BROAD AVE,1537,
14284,220051100,Basement,,825,BROAD AVE,1537,
14285,220051100,Finished Attic,,825,BROAD AVE,1537,
14286,220051100,Patio,,45,BROAD AVE,1537,
14287,220051100,Slab,,40,BROAD AVE,1537,
14288,220051100,Stoop,,30,BROAD AVE,1537,
14289,220052000,First Floor,,792,SHAMROCK RD,246,
14290,220052000,Basement,,792,SHAMROCK RD,246,
14291,220052000,Deck,,120,SHAMROCK RD,246,
14292,220052000,Finished Half-Story,,792,SHAMROCK RD,246,
14293,220052000,Slab,,96,SHAMROCK RD,246,
14294,220052000,Stoop,,25,SHAMROCK RD,246,
14295,220053000,First Floor,,699,SHAMROCK RD,244,
14296,220053000,Open Porch,,221,SHAMROCK RD,244,
14297,220055000,First Floor,,985,SHAMROCK RD,240,
14298,220055000,Basement,,960,SHAMROCK RD,240,
14299,220056000,First Floor,,856,SHAMROCK RD,238,
14300,220056000,Basement,,858,SHAMROCK RD,238,
14301,220056000,Slab,,152,SHAMROCK RD,238,
14302,220056000,Stoop,,15,SHAMROCK RD,238,
14303,220057000,First Floor,,760,SHAMROCK RD,236,
14304,220057000,Basement,,760,SHAMROCK RD,236,
14305,220057000,Concrete Patio,,362,SHAMROCK RD,236,
14306,220057000,Deck,,84,SHAMROCK RD,236,
14307,220057000,Open Porch,,162,SHAMROCK RD,236,
14308,220057000,Pergola,,84,SHAMROCK RD,236,
14309,220058000,First Floor,,816,SHAMROCK RD,234,
14310,220058000,Second Floor,,816,SHAMROCK RD,234,
14311,220058000,Basement Garage,,816,SHAMROCK RD,234,
14312,220058000,Deck,,144,SHAMROCK RD,234,
14313,220058000,Open Porch,,140,SHAMROCK RD,234,
14314,220061000,First Floor,,1103,SHAMROCK RD,232,
14315,220061000,Second Floor,,884,SHAMROCK RD,232,
14316,220061000,Basement,,132,SHAMROCK RD,232,
14317,220061000,Deck,,55,SHAMROCK RD,232,
14318,220061000,Finished Enclosed Porch,,132,SHAMROCK RD,232,
14319,220061000,Open Porch,,95,SHAMROCK RD,232,
14320,220062000,First Floor,,749,SHAMROCK RD,228,
14321,220062000,Concrete Patio,,360,SHAMROCK RD,228,
14322,220063000,First Floor,,1494,SHAMROCK RD,226,
14323,220063000,W/Bsmt Brick 1/Sty,,180,SHAMROCK RD,226,
14324,220063000,Finished Half-Story,,1105,SHAMROCK RD,226,
14325,220063000,Stoop,,59,SHAMROCK RD,226,
14326,220063100,First Floor,,4070,SHAMROCK RD,224,A&B
14327,220063100,Deck,,460,SHAMROCK RD,224,A&B
14328,220063100,Open Porch,,320,SHAMROCK RD,224,A&B
14329,220064100,First Floor,,3286,SHAMROCK RD,222,
14330,220065000,First Floor,,3080,SHAMROCK RD,220,
14331,220065000,Concrete Patio,,515,SHAMROCK RD,220,
14332,220065000,Stoop,,20,SHAMROCK RD,220,
14333,220066000,First Floor,,1164,SHAMROCK RD,218,
14334,220066000,Finished Attic,,1020,SHAMROCK RD,218,
14335,220066000,Slab,,50,SHAMROCK RD,218,
14336,220066000,Stone Patio,,190,SHAMROCK RD,218,
14337,220067000,First Floor,,1253,SHAMROCK RD,214,
14338,220067000,Concrete Patio,,442,SHAMROCK RD,214,
14339,220067000,Finished Attic,,1020,SHAMROCK RD,214,
14340,220067000,Stoop,,12,SHAMROCK RD,214,
14341,220068000,First Floor,,1020,SHAMROCK RD,212,
14342,220068000,Concrete Patio,,528,SHAMROCK RD,212,
14343,220068000,Finished Attic,,1020,SHAMROCK RD,212,
14344,220068000,Stoop,,12,SHAMROCK RD,212,
14345,220069000,First Floor,,1020,SHAMROCK RD,210,
14346,220069000,Concrete Patio,,588,SHAMROCK RD,210,
14347,220069000,Stoop,,12,SHAMROCK RD,210,
14348,220070000,First Floor,,1256,SHAMROCK RD,208,
14349,220070000,Concrete Patio,,338,SHAMROCK RD,208,
14350,220070000,Finished Attic,,1020,SHAMROCK RD,208,
14351,220070000,Stoop,,28,SHAMROCK RD,208,
14352,220071000,First Floor,,1020,SHAMROCK RD,204,
14353,220071000,Slab,,12,SHAMROCK RD,204,
14354,220071000,Stoop,,28,SHAMROCK RD,204,
14355,220072000,First Floor,,1013,SHAMROCK RD,201,
14356,220072000,Basement,,1014,SHAMROCK RD,201,
14357,220072000,Canopy,,20,SHAMROCK RD,201,
14358,220072000,Finished Attic,,1014,SHAMROCK RD,201,
14359,220072000,Open Porch,,266,SHAMROCK RD,201,
14360,220072000,Stoop,,20,SHAMROCK RD,201,
14361,220074000,First Floor,,771,SHAMROCK RD,205,
14362,220074000,Basement,,754,SHAMROCK RD,205,
14363,220074000,Slab,,20,SHAMROCK RD,205,
14364,220074000,Stoop,,48,SHAMROCK RD,205,
14365,220075000,First Floor,,943,SHAMROCK RD,207,
14366,220075000,Concrete Patio,,784,SHAMROCK RD,207,
14367,220075000,Finished Attic,,936,SHAMROCK RD,207,
14368,220075000,Slab,,72,SHAMROCK RD,207,
14369,220076000,First Floor,,445,SHAMROCK RD,209,
14370,220076000,Basement,,441,SHAMROCK RD,209,
14371,220077000,First Floor,,624,SHAMROCK RD,211,
14372,220077000,Basement,,624,SHAMROCK RD,211,
14373,220077000,Concrete Patio,,161,SHAMROCK RD,211,
14374,220077000,Finished Half-Story,,624,SHAMROCK RD,211,
14375,220079000,First Floor,,1205,SHAMROCK RD,215,
14376,220079000,Basement,,1046,SHAMROCK RD,215,
14377,220079000,Open Porch,,144,SHAMROCK RD,215,
14378,220079000,Stoop,,54,SHAMROCK RD,215,
14379,220081000,First Floor,,1822,SHAMROCK RD,217,
14380,220081000,Second Floor,,930,SHAMROCK RD,217,
14381,220081000,Basement,,702,SHAMROCK RD,217,
14382,220081000,Concrete Patio,,260,SHAMROCK RD,217,
14383,220081000,Deck,,280,SHAMROCK RD,217,
14384,220081000,Finished Half-Story,,702,SHAMROCK RD,217,
14385,220082000,First Floor,,1024,SHAMROCK RD,219,
14386,220082000,Attached Shed,,50,SHAMROCK RD,219,
14387,220082000,Basement,,1024,SHAMROCK RD,219,
14388,220082000,Open Porch,,60,SHAMROCK RD,219,
14389,220082000,Stoop,,30,SHAMROCK RD,219,
14390,220084000,First Floor,,961,SHAMROCK RD,223,
14391,220084000,Basement,,961,SHAMROCK RD,223,
14392,220084000,Canopy,,36,SHAMROCK RD,223,
14393,220084000,Concrete Patio,,36,SHAMROCK RD,223,
14394,220084000,Open Porch,,139,SHAMROCK RD,223,
14395,220085000,First Floor,,1963,SHAMROCK RD,225,
14396,220085000,Basement,,1807,SHAMROCK RD,225,
14397,220085000,Canopy,,28,SHAMROCK RD,225,
14398,220085000,Concrete Patio,,276,SHAMROCK RD,225,
14399,220085000,Deck,,252,SHAMROCK RD,225,
14400,220085000,Open Porch,,45,SHAMROCK RD,225,
14401,220086000,First Floor,,776,SHAMROCK RD,229,
14402,220086000,Basement,,776,SHAMROCK RD,229,
14403,220086000,Screened Porch,,207,SHAMROCK RD,229,
14404,220086100,First Floor,,912,SHAMROCK RD,227,
14405,220086100,Basement,,912,SHAMROCK RD,227,
14406,220086100,Deck,,112,SHAMROCK RD,227,
14407,220086100,Slab,,27,SHAMROCK RD,227,
14408,220086100,Stoop,,56,SHAMROCK RD,227,
14409,220086200,First Floor,,1114,SHAMROCK RD,231,
14410,220086200,Basement,,768,SHAMROCK RD,231,
14411,220086200,Open Porch,,64,SHAMROCK RD,231,
14412,220086200,Slab,,24,SHAMROCK RD,231,
14413,220086200,Stone Patio,,74,SHAMROCK RD,231,
14414,220086200,Stoop,,36,SHAMROCK RD,231,
14415,220088000,First Floor,,960,SHAMROCK RD,239,
14416,220088000,Basement,,960,SHAMROCK RD,239,
14417,220088000,Slab,,82,SHAMROCK RD,239,
14418,220089000,First Floor,,954,SHAMROCK RD,241,
14419,220089000,Basement,,972,SHAMROCK RD,241,
14420,220089000,Open Porch,,282,SHAMROCK RD,241,
14421,220090000,First Floor,,808,SHAMROCK RD,243,
14422,220090000,Second Floor,,806,SHAMROCK RD,243,
14423,220090000,Basement,,806,SHAMROCK RD,243,
14424,220090000,Open Porch,,24,SHAMROCK RD,243,
14425,220090000,Screened Porch,,162,SHAMROCK RD,243,
14426,220090100,First Floor,,954,CENTER AVE,1609,
14427,220090100,Basement,,925,CENTER AVE,1609,
14428,220090100,Slab,,160,CENTER AVE,1609,
14429,220090100,Stoop,,24,CENTER AVE,1609,
14430,220090200,First Floor,,913,CENTER AVE,1607,
14431,220090200,Basement,,925,CENTER AVE,1607,
14432,220090200,Stoop,,56,CENTER AVE,1607,
14433,220090300,First Floor,,855,CENTER AVE,1605,
14434,220090300,Basement,,870,CENTER AVE,1605,
14435,220090300,Deck,,216,CENTER AVE,1605,
14436,220090300,Finished Attic,,870,CENTER AVE,1605,
14437,220090300,Stoop,,24,CENTER AVE,1605,
14438,220091000,First Floor,,792,CENTER AVE,1611,
14439,220091000,Basement,,792,CENTER AVE,1611,
14440,220091000,Deck,,160,CENTER AVE,1611,
14441,220091000,Finished Half-Story,,792,CENTER AVE,1611,
14442,220091000,Stoop,,20,CENTER AVE,1611,
14443,220092000,First Floor,,763,CENTER AVE,1613,
14444,220092000,Basement,,768,CENTER AVE,1613,
14445,220092000,Deck,,108,CENTER AVE,1613,
14446,220092000,Finished Attic,,768,CENTER AVE,1613,
14447,220092000,Glass Enclosed 1/Sty,,84,CENTER AVE,1613,
14448,220092000,Stoop,,20,CENTER AVE,1613,
14449,220093000,First Floor,,768,CENTER AVE,1615,
14450,220093000,Basement,,768,CENTER AVE,1615,
14451,220093000,Finished Attic,,768,CENTER AVE,1615,
14452,220093000,Open Porch,,108,CENTER AVE,1615,
14453,220093000,Stoop,,20,CENTER AVE,1615,
14454,220094000,First Floor,,964,CENTER AVE,1617,
14455,220094000,Brick Patio,,182,CENTER AVE,1617,
14456,220094000,Basement,,964,CENTER AVE,1617,
14457,220094000,Finished Attic,,768,CENTER AVE,1617,
14458,220094000,Open Porch,,20,CENTER AVE,1617,
14459,220095000,First Floor,,768,CENTER AVE,1619,
14460,220095000,Basement,,768,CENTER AVE,1619,
14461,220095000,Concrete Patio,,180,CENTER AVE,1619,
14462,220095000,Finished Half-Story,,768,CENTER AVE,1619,
14463,220095000,Stoop,,48,CENTER AVE,1619,
14464,220096000,First Floor,,770,CENTER AVE,1621,
14465,220096000,Basement,,768,CENTER AVE,1621,
14466,220096000,Screened Porch,,140,CENTER AVE,1621,
14467,220096000,Stoop,,20,CENTER AVE,1621,
14468,220097000,First Floor,,768,CENTER AVE,1623,
14469,220097000,Basement,,768,CENTER AVE,1623,
14470,220097000,Finished Half-Story,,768,CENTER AVE,1623,
14471,220097000,Screened Porch,,108,CENTER AVE,1623,
14472,220097000,Stoop,,20,CENTER AVE,1623,
14473,220098000,First Floor,,1323,CENTER AVE,1625,
14474,220098000,Open Porch,,168,CENTER AVE,1625,
14475,220099000,First Floor,,810,CENTER AVE,1627,
14476,220099000,Basement,,825,CENTER AVE,1627,
14477,220099000,Deck,,208,CENTER AVE,1627,
14478,220099000,Screened Porch,,126,CENTER AVE,1627,
14479,220099000,Stoop,,32,CENTER AVE,1627,
14480,220101100,First Floor,,925,STRATFORD CT,104,
14481,220101100,Basement,,925,STRATFORD CT,104,
14482,220101100,Slab,,69,STRATFORD CT,104,
14483,220101100,Stoop,,48,STRATFORD CT,104,
14484,220101101,First Floor,,1053,STRATFORD CT,117,
14485,220101101,Basement,,1073,STRATFORD CT,117,
14486,220101101,Deck,,96,STRATFORD CT,117,
14487,220101101,Slab,,20,STRATFORD CT,117,
14488,220101101,Stoop,,25,STRATFORD CT,117,
14489,220101110,First Floor,,1073,STRATFORD CT,115,
14490,220101110,Basement,,1073,STRATFORD CT,115,
14491,220101110,Stoop,,40,STRATFORD CT,115,
14492,220101120,First Floor,,1053,STRATFORD CT,113,
14493,220101120,Basement,,1073,STRATFORD CT,113,
14494,220101120,Slab,,52,STRATFORD CT,113,
